web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622320901-5641","https://www.bi.go.id/bisaid","Rm. Borobudur","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MiH0EiXsFt9ZPFkTtMrJow==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Rm. Borobudur","Usaha Utama  : Rumah Makan","Produk Utama : Makanan","Martadinata RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MANADO Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 361,00 Juta","Rp. 432,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 310,00 Juta","8"
"1622321026-5682","https://www.bi.go.id/bisaid","Kedai Jawa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=HVV2o54jempyfkfKn8yIgg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kedai Jawa","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Khas Jawa","Ahmad Yani 20 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MANADO Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 302,50 Juta","Rp. 144,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 295,00 Juta","4"
"1622320198-5467","https://www.bi.go.id/bisaid","Warung Makan Campursari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=r7ZLzIQ0j/KV6xjtOeg5Eg==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Makan Campursari","Usaha Utama  : Warung Makan","Produk Utama : Makanan","Pahlawan RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REMBANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 6,00 Juta","Rp. 110,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 0,00 Juta","3"
"1622320125-5443","https://www.bi.go.id/bisaid","Bakso Sabar Keliling","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zEpn7rWGvnV7YMFyiZpfBQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Bakso Sabar Keliling","Usaha Utama  : Bakso","Produk Utama : Bakso","Panjaitan No. 40 RT/RW  60/ 

                                        Kelurahan KARANG REJO Kecamatan BALIKPAPAN TENGAH Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 1,50 Juta","Rp. 36,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","5"
"1622320913-5645","https://www.bi.go.id/bisaid","Gorengan Strat 1","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AhlZkLa4XYdVuPmMUoczZg==&mp=fOhzApotY5QnAtxxXvjAfA==","Gorengan Strat 1","Usaha Utama  : Camilan","Produk Utama : Gorengan","Strat 1 RT/RW  01/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 2,00 Juta","Rp. 10,80 Juta","50 %/Tahun","Rp. 5,00 Juta","Rp. 400,00 Juta","5"
"1622320310-5504","https://www.bi.go.id/bisaid","Warung Ewink","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iU5cO9nNTtgaXhznBksLgg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Ewink","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Khas Bugis Makassar","Mappanyukki No. 20 RT/RW  B/1 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","9","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 47,47 Juta","Rp. 290,00 Juta","15 %/Tahun","Rp. 0,00 Juta","Rp. 200,00 Juta","5"
"1622320278-5493","https://www.bi.go.id/bisaid","Rumah Makan Jerry","https://www.bi.go.id/bisaid/bisaid/Detail?pm=eyL5rp2GtS8pxmJ+svTabQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Rumah Makan Jerry","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman","Siliwangi RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : 81344188551 Fax : -","Perorangan","7","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 136,00 Juta","Rp. 379,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 80,00 Juta","5"
"1622320882-5635","https://www.bi.go.id/bisaid","Wr. Simpang Opat Kuaru","https://www.bi.go.id/bisaid/bisaid/Detail?pm=F8JvPvrr2wd6Jk0uSWw1/g==&mp=fOhzApotY5QnAtxxXvjAfA==","Wr. Simpang Opat Kuaru","Usaha Utama  : Warung Makan","Produk Utama : Ayam Dan Ikan","Jend. Sudirman RT/RW  1/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 124,50 Juta","Rp. 252,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 12,00 Juta","3"
"1622321005-5675","https://www.bi.go.id/bisaid","UD Nur Lampu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zuuZrfQ8DB3z6wnQvWR3vg==&mp=fOhzApotY5QnAtxxXvjAfA==","UD Nur Lampu","Usaha Utama  : Catering Makanan","Produk Utama : Makanan","Blora No.61 RT/RW  21/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : 0 Fax : -","Usaha Dagang (UD)","41","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 115,00 Juta","Rp. 480,00 Juta","2 %/Tahun","Rp. 10,00 Juta","Rp. 16,00 Juta","4"
"1622320920-5647","https://www.bi.go.id/bisaid","Batagor Ikan 21","https://www.bi.go.id/bisaid/bisaid/Detail?pm=10dTRGxSgMX4ue/S17F35Q==&mp=fOhzApotY5QnAtxxXvjAfA==","Batagor Ikan 21","Usaha Utama  : Warung Makan","Produk Utama : Batagor","Perm. Mandastana RT/RW  87/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 6,00 Juta","Rp. 168,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 11,00 Juta","5"
"1622320960-5660","https://www.bi.go.id/bisaid","Salome Melawai","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Qj4h5F5N2OBEvrOI3zrg1A==&mp=fOhzApotY5QnAtxxXvjAfA==","Salome Melawai","Usaha Utama  : Camilan","Produk Utama : Salome","Kawasan Kuliner Lapangan Merdeka RT/RW  -/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 6,00 Juta","Rp. 200,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","3"
"1622320330-5511","https://www.bi.go.id/bisaid","Warung Nasi Syafira","https://www.bi.go.id/bisaid/bisaid/Detail?pm=SCPC6J4VI7ikFOKs+zerPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Nasi Syafira","Usaha Utama  : Rumah Makan sop iga","Produk Utama : Sop Iga & Sop Buntut","Raya Kalimalang No 18 RT/RW  40590 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 724,00 Juta","Rp. 32,25 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","4"
"1622320873-5632","https://www.bi.go.id/bisaid","Cemilan Bazar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ygILGSpTwiK6ZMUI0tfA/g==&mp=fOhzApotY5QnAtxxXvjAfA==","Cemilan Bazar","Usaha Utama  : Cemilan","Produk Utama : Cemilan","ST. Hasanudin RT/RW  13/02 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 5,90 Juta","Rp. 180,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","5"
"1622320935-5652","https://www.bi.go.id/bisaid","Sari Kedelai & Kelapa Muda Miji","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nPTBVfp2jUSWffxnGQgaeg==&mp=fOhzApotY5QnAtxxXvjAfA==","Sari Kedelai & Kelapa Muda Miji","Usaha Utama  : Warung Minum","Produk Utama : Es Kelapa","Martadinata RT/RW  37/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 10,30 Juta","Rp. 54,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 4,00 Juta","5"
"1622320596-5566","https://www.bi.go.id/bisaid","Soto Ayam Madura","https://www.bi.go.id/bisaid/bisaid/Detail?pm=8ovKbZ0RkP6CLl/EjkBHbw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Soto Ayam Madura","Usaha Utama  : Dagang Soto Ayam","Produk Utama : Soto Ayam","Achmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 5,80 Juta","Rp. 148,80 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 4,00 Juta","5"
"1622320304-5502","https://www.bi.go.id/bisaid","Kios Syafa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=pTItGXPkPgDAIKf9C/Ovgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Syafa","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Martapura Lama No. 198 RT/RW  4/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 32,00 Juta","Rp. 12,00 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 130,00 Juta","5"
"1622320656-5584","https://www.bi.go.id/bisaid","Warung Lamongan Asli 2","https://www.bi.go.id/bisaid/bisaid/Detail?pm=b9tAutsxCcIRFBrWlQrdpA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Lamongan Asli 2","Usaha Utama  : Rumah makan soto Lamongan","Produk Utama : Soto Lamongan","Halim Perdana Kusuma RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Sedang","Rp. 15,00 Juta","Rp. 210,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","4"
"1622320774-5615","https://www.bi.go.id/bisaid","HERI CAFFE","https://www.bi.go.id/bisaid/bisaid/Detail?pm=TJ2VljUno/pWSPqw5mA89w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","HERI CAFFE","Usaha Utama  : Makanan/Minuman","Produk Utama : Minuman","BANDA ACEH MEDAN RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TIMUR Provinsi ACEH 

                                        Telp : 85260167956 Fax : -","Perorangan","2","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 6,00 Juta","Rp. 162,00 Juta","7 %/Tahun","Rp. 10,00 Juta","Rp. 130,00 Juta","5"
"1622320609-5570","https://www.bi.go.id/bisaid","Rumah Makan Padang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=F3tUAf2MkLMLQivEUrfZUw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Rumah Makan Padang","Usaha Utama  : Rumah Makan Padang","Produk Utama : Masakan Padang","Ahmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 5,00 Juta","Rp. 97,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 157,00 Juta","5"
"1622320855-5626","https://www.bi.go.id/bisaid","Siomay Hokie Bandung","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hkqsG36jIYFk8f4AW4MN3A==&mp=fOhzApotY5QnAtxxXvjAfA==","Siomay Hokie Bandung","Usaha Utama  : Siomay","Produk Utama : Siomay","Taman Sari RT/RW  2/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 5,00 Juta","Rp. 72,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","2"
"1622320318-5507","https://www.bi.go.id/bisaid","Bakso Solo Baru 2","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ggiai+6tjYznNsGM2ztbag==&mp=fOhzApotY5QnAtxxXvjAfA==","Bakso Solo Baru 2","Usaha Utama  : Bakso Solo Baru 2","Produk Utama : BAKSO","Jalan Tanjung Sari RT/RW  13/07 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 82372329300 Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 34,00 Juta","Rp. 76,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 100,00 Juta","4"
"1622320412-5519","https://www.bi.go.id/bisaid","Kios Rizki","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NfjkKlAJWUyPSrN6vhoO7g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Rizki","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Ahmad Yani km. 7.300 RT/RW  40575 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 20,00 Juta","Rp. 12,00 Juta","20 %/Tahun","Rp. 6,00 Juta","Rp. 410,00 Juta","5"
"1622320315-5506","https://www.bi.go.id/bisaid","Usaha Dagang Popcorn","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RfnR0cs86HqCqiL2z1foTQ==&mp=2BbfzMJpZb2nANZ3GT30ng==","Usaha Dagang Popcorn","Usaha Utama  : Popcorn","Produk Utama : Popcorn","Jalan R.Suprapto Lr.Swadaya RT/RW  40819 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Sedang","Rp. 85,20 Juta","Rp. 72,00 Juta","20 %/Tahun","Rp. 7,00 Juta","Rp. 80,00 Juta","5"
"1622320159-5454","https://www.bi.go.id/bisaid","Bakso Dan Mie Ayam Dini","https://www.bi.go.id/bisaid/bisaid/Detail?pm=yuDcOwtJI93rz50/EiqHGQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Bakso Dan Mie Ayam Dini","Usaha Utama  : Bakso & Mie Ayam","Produk Utama : Bakso & Mie Ayam","Senaken RT/RW  2/6/2020 

                                        Kelurahan - Kecamatan BATU ENGAU Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 23,00 Juta","Rp. 60,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 17,00 Juta","5"
"1622320932-5651","https://www.bi.go.id/bisaid","Bakso Balai Pak Tarno","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Eo+U+NlT42e2JICp9bG2Yg==&mp=fOhzApotY5QnAtxxXvjAfA==","Bakso Balai Pak Tarno","Usaha Utama  : Warung Makan","Produk Utama : Bakso","Klamono RT/RW  34/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,00 Juta","Rp. 275,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 7,00 Juta","5"
"1622320131-5445","https://www.bi.go.id/bisaid","Warung Lamongan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=d+NTcNeUYuZcBUJi9NVywA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Warung Lamongan","Usaha Utama  : Warung Makan","Produk Utama : Lalapan","Yos Sudarso RT/RW  4/1/2020 

                                        Kelurahan TANAH GROGOT Kecamatan TANAH GROGOT Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 9,80 Juta","Rp. 540,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 15,00 Juta","5"
"1622320075-5427","https://www.bi.go.id/bisaid","Dhilkiran 77","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/jKmoADU964v9GzX8GKwHw==&mp=tFF9KAXBbci/UefzhiAg3g==","Dhilkiran 77","Usaha Utama  : Manufaktur","Produk Utama : Ikan Bakar","Nangka RT/RW  2/7/2020 

                                        Kelurahan MALAWILI Kecamatan AIMAS Kabupaten KABUPATEN SORONG Provinsi PAPUA BARAT 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 61,35 Juta","Rp. 50,70 Juta","- %/Tahun","Rp. 9,50 Juta","Rp. 200,00 Juta","3"
"1622320242-5482","https://www.bi.go.id/bisaid","Kupat Tahu Keningan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XTkST53/6w2ERnSxGrLGMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Kupat Tahu Keningan","Usaha Utama  : Dagang Kupat Tahu","Produk Utama : Kupat Tahu","Lintas Liwa RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 4,00 Juta","Rp. 43,50 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 5,00 Juta","4"
"1622320590-5564","https://www.bi.go.id/bisaid","Sate Parahyangan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=yQRzxfxKW2qRg+m9hmxBBg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sate Parahyangan","Usaha Utama  : Dagang sate ayam dan kambing","Produk Utama : Sate Kambing, Sate Ayam, Sop kambing","Balai Pustaka Timur RT/RW  -/09 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 201,70 Juta","Rp. 37,20 Juta","5 %/Tahun","Rp. 0,00 Juta","Rp. 200,00 Juta","6"
"1622320575-5559","https://www.bi.go.id/bisaid","Warung Makan Matang Tumini","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GMMFjSTaHg9mI3ranPuhFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Makan Matang Tumini","Usaha Utama  : Rumah Makan","Produk Utama : Nasi Goreng, Pecel Lele, Mie Goreng","Anggrek Cendrawasih Slipi RT/RW  7/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA BARAT Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 246,25 Juta","Rp. 348,48 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 235,00 Juta","5"
"1622320975-5665","https://www.bi.go.id/bisaid","Warung Bu Cek Rum","https://www.bi.go.id/bisaid/bisaid/Detail?pm=OoN9nDtOMv3uvwmFLo9tRA==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Bu Cek Rum","Usaha Utama  : Camilan","Produk Utama : Gorengan","Tesoro No.26 RT/RW  24/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 17,00 Juta","Rp. 8,40 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 10,00 Juta","5"
"1622320204-5469","https://www.bi.go.id/bisaid","Bakso Rahmad","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gz84cFFlvFEHpRcsUv2ywA==&mp=2BbfzMJpZb2nANZ3GT30ng==","Bakso Rahmad","Usaha Utama  : Bakso","Produk Utama : Bakso","Raya Batu Sangkar Sungayang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANAH DATAR Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","5","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   85,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   15,00 %","Sedang","Rp. 46,00 Juta","Rp. 25,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 18,00 Juta","5"
"1622320647-5581","https://www.bi.go.id/bisaid","Warteg Mas Aji","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XqfTV4jVBqqh2NkCoXP9/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warteg Mas Aji","Usaha Utama  : Rumah Makan Tegal","Produk Utama : Makanan dan Minuman","Taman Malaka Selatan RT/RW  40552 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Usaha Dagang (UD)","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 20,00 Juta","Rp. 20,25 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 9,00 Juta","3"
"1622320925-5649","https://www.bi.go.id/bisaid","Kerak Telor Betawi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4dTnOKZpI0xmWXwa93jvBA==&mp=fOhzApotY5QnAtxxXvjAfA==","Kerak Telor Betawi","Usaha Utama  : Warung Makan","Produk Utama : Kerak Telor","Batakan No.116 RT/RW  52/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 6,15 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 8,00 Juta","4"
"1622320876-5633","https://www.bi.go.id/bisaid","Jamu Sumariah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=tIwzmnfTxzspXmNChKqjXQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Jamu Sumariah","Usaha Utama  : Jamu","Produk Utama : Jamu","Snaken RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 2,50 Juta","Rp. 72,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 10,00 Juta","3"
