web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622322805-5848","https://www.bi.go.id/bisaid","Penjahit Kurnia","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ofqWwloV06ajNrIZCJrUVg==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Penjahit Kurnia","Usaha Utama  : Penjahit","Produk Utama : Baju Seragam","Rumah Sakit No 01 RT/RW  2/11/2020 

                                        Kelurahan TANJUNGPINANG KOTA Kecamatan TANJUNGPINANG KOTA Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Sedang","Rp. 51,00 Juta","Rp. 72,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 106,00 Juta","6"
"1622322663-5833","https://www.bi.go.id/bisaid","Rapy Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7r4UPidT46Vd98NkFqgNMQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Rapy Collection","Usaha Utama  : Menjahit Pakaian","Produk Utama : Jasa Jahit Baju","Ir H Juanda RT/RW  33/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 17,50 Juta","Rp. 162,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 160,00 Juta","5"
"1622322671-5836","https://www.bi.go.id/bisaid","Media Tama Service","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NXEBwkDd3YLe2kQ4JQE77w==&mp=5JdvraNzQnzSzI+hC9alEQ==","Media Tama Service","Usaha Utama  : Service Laptop","Produk Utama : Service","Mistik Ujung  RT/RW  / 

                                        Kelurahan LALOEHA Kecamatan KOLAKA Kabupaten KABUPATEN KOLAKA Provinsi SULAWESI TENGGARA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 35,50 Juta","Rp. 20,00 Juta","- %/Tahun","Rp. 0,00 Juta","Rp. 110,00 Juta","6"
"1622322952-5895","https://www.bi.go.id/bisaid","Penjahit Niki","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ekC6SoGxN1agMpK9aRDaww==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Penjahit Niki","Usaha Utama  : Penjahit Pakaian","Produk Utama : Pakaian Sekolah, Kantor, Seragam Dll","Samratulangi No. 99  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 81369742205 Fax : -","Perorangan","6","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 41,00 Juta","Rp. 154,00 Juta","25 %/Tahun","Rp. 0,00 Juta","Rp. 250,00 Juta","6"
"1622322920-5886","https://www.bi.go.id/bisaid","Penjahit","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ui66Jd3vduZj7Tx9j35Thw==&mp=2BbfzMJpZb2nANZ3GT30ng==","Penjahit","Usaha Utama  : Jasa Menjahit","Produk Utama : Menjahit Dan Kursus","Jl. Sukajadi RT/RW  40575 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG UTARA Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","4","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 13,54 Juta","Rp. 123,30 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 20,00 Juta","6"
"1622322799-5846","https://www.bi.go.id/bisaid","Bengkel Las Bubut","https://www.bi.go.id/bisaid/bisaid/Detail?pm=epDnQfmCHXnSXnoqgkQc2w==&mp=5JdvraNzQnzSzI+hC9alEQ==","Bengkel Las Bubut","Usaha Utama  : Bengkel","Produk Utama : Las Bubut","21 Januari No. 17 RT/RW  42/ 

                                        Kelurahan BARU TENGAH Kecamatan BALIKPAPAN BARAT Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   95,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   5,00 %","Sedang","Rp. 1.415,00 Juta","Rp. 720,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","2"
"1622322923-5887","https://www.bi.go.id/bisaid","Servis Elektronik","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rkQUtA56N9JtGbHwmuT1Yg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622322782-5842","https://www.bi.go.id/bisaid","Sahabat Service","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ab34mfxujUB2gyEFORonJQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Sahabat Service","Usaha Utama  : Service Elektronik","Produk Utama : Jasa Service Elektronik","Kh Mas Mansyur RT/RW  17/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 121,00 Juta","Rp. 72,00 Juta","- %/Tahun","Rp. 8,28 Juta","Rp. 7,00 Juta","5"
"1622322836-5859","https://www.bi.go.id/bisaid","Purnama","https://www.bi.go.id/bisaid/bisaid/Detail?pm=6BjsA8x9tZNDq/6R2dncig==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Purnama","Usaha Utama  : Pakaian","Produk Utama : Pakaian","Sukaraja Belakang RT/RW  / 

                                        Kelurahan - Kecamatan CURUP Kabupaten KABUPATEN REJANG LEBONG Provinsi BENGKULU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 24,00 Juta","Rp. 60,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 8,00 Juta","4"
"1622322802-5847","https://www.bi.go.id/bisaid","Nurhayati Jne","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4xTOpHvhTTwVUdZvdtKxaw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Nurhayati Jne","Usaha Utama  : Paket Barang","Produk Utama : Paket Barang","Pasar Baru RT/RW  00/00 

                                        Kelurahan PASAR BARU Kecamatan KAUR SELATAN Kabupaten KABUPATEN KAUR Provinsi BENGKULU 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 75,00 Juta","Rp. 24,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 52,00 Juta","3"
"1622322819-5853","https://www.bi.go.id/bisaid","Unique","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ohxQoSe07toWsmT6g6MH/g==&mp=5JdvraNzQnzSzI+hC9alEQ==","Unique","Usaha Utama  : Konveksi","Produk Utama : Baju Bordir Tangan","Jl. Cicalengka 4 No. 16 RT/RW  4/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 573,00 Juta","Rp. 24,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 560,00 Juta","1"
"1622322866-5869","https://www.bi.go.id/bisaid","Bengkel Jai","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GdNAhAmFdYxOE/2xlzy+Rw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Bengkel Jai","Usaha Utama  : Tambal Ban","Produk Utama : Ban Dalam","Ahmad Yani RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 183,00 Juta","Rp. 20,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 170,00 Juta","6"
"1622322947-5894","https://www.bi.go.id/bisaid","Usaha Laundri Areka","https://www.bi.go.id/bisaid/bisaid/Detail?pm=CPyRsyE09jjah1wQof6nXA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Usaha Laundri Areka","Usaha Utama  : Laundri Pakaian","Produk Utama : Cuci Pakaian, Detergen Dll","Perum Wisma Mas Blok A1 No. 21 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 82178690131 Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 84,00 Juta","Rp. 328,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 23,00 Juta","6"
"1622323091-5932","https://www.bi.go.id/bisaid","M & M Laundry","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jnFRLh6EZ/6HPH7wbC60Wg==&mp=fOhzApotY5QnAtxxXvjAfA==","M & M Laundry","Usaha Utama  : Laundry","Produk Utama : Pakaian Bersih","Mayjend Soetoyo No.31 RT/RW  44/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 189,50 Juta","Rp. 172,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 11,00 Juta","5"
"1622322833-5858","https://www.bi.go.id/bisaid","UD. Latansa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=fceXHFfdymD4wvfagGvzzg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622322984-5904","https://www.bi.go.id/bisaid","Nabila Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zsghybbA7poFqt52UzG5Og==&mp=fOhzApotY5QnAtxxXvjAfA==","Nabila Salon","Usaha Utama  : Jasa Salon","Produk Utama : Creambath, Rebounding, Barbershop, Dll","Hajimena RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 85369473907 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 23,00 Juta","Rp. 44,00 Juta","10 %/Tahun","Rp. 6,00 Juta","Rp. 199,00 Juta","6"
"1622322825-5855","https://www.bi.go.id/bisaid","G.Aitech","https://www.bi.go.id/bisaid/bisaid/Detail?pm=j8+hcKPpn/KtHvEDJ6ufBQ==&mp=xI6rAeQkygTAn3Z625IGLg==","G.Aitech","Usaha Utama  : Gas Assembling Installation Technique","Produk Utama : Gas Assembling","Aro Kandikia RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN AGAM Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 1.941,75 Juta","Rp. 70,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 10,00 Juta","6"
"1622322877-5873","https://www.bi.go.id/bisaid","Lestari Fauna","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZpaIpjAV7gV/wRNr9MA35A==&mp=xI6rAeQkygTAn3Z625IGLg==","Lestari Fauna","Usaha Utama  : Pelestarian Fauna","Produk Utama : Pelestarian Fauna","Sawah Laiang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 265,00 Juta","Rp. 270,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 258,00 Juta","5"
"1622323042-5921","https://www.bi.go.id/bisaid","AMK Komputer","https://www.bi.go.id/bisaid/bisaid/Detail?pm=OFHrUL2bxycy/TgMTa3sLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","AMK Komputer","Usaha Utama  : Pengetikan Dan Foto Copy","Produk Utama : Makalah, Skripsi, Tugas, Laporan Dll.","Basuki Rahmat RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81344046848 Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 16,00 Juta","Rp. 34,00 Juta","15 %/Tahun","Rp. 0,00 Juta","Rp. 8,00 Juta","5"
"1622322956-5896","https://www.bi.go.id/bisaid","Penjahit Yadi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ozXA4GswcflGOALwn60btw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Penjahit Yadi","Usaha Utama  : Penjahit","Produk Utama : Jahit Baju Kerja , Busana Wanita, Vermak","Cik Ditiro No. 16 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 82182125160 Fax : -","Perorangan","4","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 9,80 Juta","Rp. 61,50 Juta","25 %/Tahun","Rp. 5,00 Juta","Rp. 6,00 Juta","5"
"1622322845-5862","https://www.bi.go.id/bisaid","UD Millian","https://www.bi.go.id/bisaid/bisaid/Detail?pm=9QC9KIQsauETtW4dgps6eQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622323024-5915","https://www.bi.go.id/bisaid","Penjahit Andi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NgVOr8D7kcfofnrvIRrPbQ==&mp=2BbfzMJpZb2nANZ3GT30ng==","Penjahit Andi","Usaha Utama  : Penjahit Pakaian","Produk Utama : Pakaian","Dr. Sutomo RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   75,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   25,00 %","Sedang","Rp. 20,00 Juta","Rp. 108,00 Juta","25 %/Tahun","Rp. 8,00 Juta","Rp. 10,00 Juta","3"
"1622322981-5903","https://www.bi.go.id/bisaid","JASA BATAKO","https://www.bi.go.id/bisaid/bisaid/Detail?pm=PqnYr0806aMp1JAcAexOeg==&mp=fOhzApotY5QnAtxxXvjAfA==","JASA BATAKO","Usaha Utama  : PEMBUAT BATAKO","Produk Utama : BATAKO","TAKENGON - ANGKUP RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TENGAH Provinsi ACEH 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 1.220,00 Juta","Rp. 4.800,00 Juta","5 %/Tahun","Rp. 2,00 Juta","Rp. 10,00 Juta","3"
"1622322874-5872","https://www.bi.go.id/bisaid","Bengkel Hepi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=yplgZswoXdBj22jPorW41g==&mp=xI6rAeQkygTAn3Z625IGLg==","Bengkel Hepi","Usaha Utama  : Bengkel","Produk Utama : Jasa Perbaikan","Tajur RT/RW  24/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 80,00 Juta","Rp. 42,50 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 50,00 Juta","3"
"1622323020-5914","https://www.bi.go.id/bisaid","A2 Studio","https://www.bi.go.id/bisaid/bisaid/Detail?pm=96joZI+4NpSQQ637JmFAgg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","A2 Studio","Usaha Utama  : Cuci Cetak Foto","Produk Utama : Jasa Cuci Cetak Foto","KH. A. Azhari Lr. Pedatuan Darat RT/RW  09/-- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALEMBANG Provinsi SUMATERA SELATAN 

                                        Telp : 7118668723 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 169,00 Juta","Rp. 600,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 103,00 Juta","7"
"1622322657-5831","https://www.bi.go.id/bisaid","Anza Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Kv+UsbvzcVNa5urtEInnEQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Anza Salon","Usaha Utama  : Jasa Salon","Produk Utama : Ptong Rambut, Smoothing, Facial","Sridadi RT/RW  16/5 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 13,35 Juta","Rp. 18,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 5,00 Juta","4"
