web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622310103-3052","https://www.bi.go.id/bisaid","Toko Sofyan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XqfFHW6a/fIE76G8cHV8dg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Toko Sofyan","Usaha Utama  : Makanan Dan Minuman","Produk Utama : Makanan Dan Minuman","Gunung Kawi RT/RW  / 

                                        Kelurahan SUMBER REJO Kecamatan BALIKPAPAN TENGAH Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 22,00 Juta","Rp. 2,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 14,00 Juta","2"
"1622310714-3223","https://www.bi.go.id/bisaid","Warung Jajanan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hN1Ida/40RzWLbppJHmDDQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Jajanan","Usaha Utama  : Warung Jajanan","Produk Utama : Jajanan","Rel Kereta Api RT/RW  / 

                                        Kelurahan - Kecamatan DEWANTARA Kabupaten KABUPATEN ACEH UTARA Provinsi ACEH 

                                        Telp : 85275066790 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 56,50 Juta","Rp. 100,00 Juta","- %/Tahun","Rp. 6,30 Juta","Rp. 105,00 Juta","7"
"1622310671-3211","https://www.bi.go.id/bisaid","Plastik Farm","https://www.bi.go.id/bisaid/bisaid/Detail?pm=TapYDNSDp0ipNJSFO1mFqQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Plastik Farm","Usaha Utama  : Perdagangan Plastik","Produk Utama : Plastik","Kober Gg Menur RT/RW  4/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUMAS Provinsi JAWA TENGAH 

                                        Telp : 81548851121 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 23,00 Juta","Rp. 187,50 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","4"
"1622313487-4009","https://www.bi.go.id/bisaid","Tujuh Cell","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bcOD3XHqoaVYUguBlV+yOg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Tujuh Cell","Usaha Utama  : Jual Pulsa","Produk Utama : -","D.I. Panjaitan No. 04 RT/RW  02/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Usaha Dagang (UD)","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 3,00 Juta","Rp. 30,00 Juta","20 %/Tahun","Rp. 4,75 Juta","Rp. 10,00 Juta","3"
"1622310265-3096","https://www.bi.go.id/bisaid","Riet","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uaY1DxBG/+iMX/tnAsDAlA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Riet","Usaha Utama  : Dagang Kue","Produk Utama : Kue","Wakas RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TOMOHON Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 45,95 Juta","Rp. 60,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 40,00 Juta","6"
"1622312670-3761","https://www.bi.go.id/bisaid","Toko Joni Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=isJKu7vSi0pzeNf8WMACNA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Joni Jaya","Usaha Utama  : Dagang Barang-barang Plastik","Produk Utama : Barang-barang Plastik","Pasar Wadungasri B 11 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 92,50 Juta","Rp. 384,00 Juta","5 %/Tahun","Rp. 0,00 Juta","Rp. 100,00 Juta","5"
"1622312715-3776","https://www.bi.go.id/bisaid","Kedai Kopi Surya Gemilang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=IsHCcWeGE3UESm/dZyq88w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Kedai Kopi Surya Gemilang","Usaha Utama  : Minuman Kopi","Produk Utama : Kopi Bakar","Komp. Pasar Melayu Raya Blok E RT/RW  2/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","4"
"1622310664-3209","https://www.bi.go.id/bisaid","Warung Ibu Masturi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gq4hY5V552dH0Fm3Z6bfhw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Ibu Masturi","Usaha Utama  : Warung Pecel","Produk Utama : Pecel","Ahmad Yani RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 83,00 Juta","Rp. 15,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 30,00 Juta","6"
"1622312907-3837","https://www.bi.go.id/bisaid","Usaha Tanaman Hias Dg. Erang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iE6dsG8lXsiCQf1olzPjog==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Tanaman Hias Dg. Erang","Usaha Utama  : Dagang Tanaman Hias","Produk Utama : Tanaman Hias","Soreang Alluka RT/RW  40606 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %","Sedang","Rp. 68,00 Juta","Rp. 291,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 60,00 Juta","2"
"1622313753-4086","https://www.bi.go.id/bisaid","ATENG RADIATOR","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FbEjIKeoGpjP8Uaym4o8XA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","ATENG RADIATOR","Usaha Utama  : PERBAIKAN RADIATOR","Produk Utama : JASA PERBAIKAN","ARTERI RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG BALAI Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 37,61 Juta","Rp. 37,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 12,00 Juta","5"
"1622310418-3141","https://www.bi.go.id/bisaid","Yunika Ponsel","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ooNj1LJNV7YxFUyH/3yibg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Yunika Ponsel","Usaha Utama  : Dagang Voucher HP","Produk Utama : Voucher HP","Pandawa Lima No 1 RT/RW  40603 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PEKANBARU Provinsi RIAU 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 23,00 Juta","Rp. 108,00 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 80,00 Juta","5"
"1622310487-3161","https://www.bi.go.id/bisaid","Warung Tinem","https://www.bi.go.id/bisaid/bisaid/Detail?pm=t63C6XGoqB6kmQ2n7mC3yA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Tinem","Usaha Utama  : Warung","Produk Utama : Barang Kebutuhan Sehari-hari","Taman Sari RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 53,70 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 4,00 Juta","Rp. 35,00 Juta","3"
"1622312850-3819","https://www.bi.go.id/bisaid","CV Anugerah Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XIibhb81bjNcWg0SupJNGg==&mp=fOhzApotY5QnAtxxXvjAfA==","CV Anugerah Jaya","Usaha Utama  : Sembako & Bahan Bangunan","Produk Utama : Sembako & Bahan Banguna","Alinara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MALUKU TENGGARA BARAT Provinsi MALUKU 

                                        Telp : - Fax : -","CV","5","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 1.099,50 Juta","Rp. 3.072,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 500,00 Juta","8"
"1622310861-3264","https://www.bi.go.id/bisaid","Makmur Wijaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=VMSn/YV3cWMFvdViZZjIAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Makmur Wijaya","Usaha Utama  : Keripik (Ubi/Pisang)","Produk Utama : Keripik (Ubi/Pisang)","Pramuka Lorong Madura RT/RW  2/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Tinggi","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 7,00 Juta","Rp. 12,00 Juta","4"
"1622310328-3115","https://www.bi.go.id/bisaid","Johny","https://www.bi.go.id/bisaid/bisaid/Detail?pm=i44ejAIZZJPv+CvW5gGpJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Johny","Usaha Utama  : Dagang Makanan dan Minuman","Produk Utama : Makanan dan Minuman","Sapa RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TOMOHON Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 208,06 Juta","Rp. 156,00 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 200,00 Juta","6"
"1622310992-3298","https://www.bi.go.id/bisaid","Bengkel Motor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=vYZABbb5JfmN2DHFdU7Z1w==&mp=2BbfzMJpZb2nANZ3GT30ng==","Bengkel Motor","Usaha Utama  : Bengkel Motor","Produk Utama : Jasa Servis, Ganti Oli","Jl. Sukajadi RT/RW  40635 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG UTARA Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 13,20 Juta","Rp. 56,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","5"
"1622312055-3577","https://www.bi.go.id/bisaid","Catering Dan Rumah Makan NN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=w/JmFU2BH6/Sxs0S2bOozQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Catering Dan Rumah Makan NN","Usaha Utama  : Catering","Produk Utama : Makanan Jadi","Kakialy RT/RW  2/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA AMBON Provinsi MALUKU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Rendah","Rp. 86,00 Juta","Rp. 138,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 157,00 Juta","7"
"1622310611-3196","https://www.bi.go.id/bisaid","Warung Sobirin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7cZmH8unc5SY+GncHpscGA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Sobirin","Usaha Utama  : Toko Kelontong","Produk Utama : Bahan Sehari-hari","Raya Bernung RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 50,00 Juta","Rp. 360,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 50,00 Juta","5"
"1622312232-3630","https://www.bi.go.id/bisaid","Kios Peralatan Rumah Tangga","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4LRsFohVN7jFsZbQRtGfAg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Kios Peralatan Rumah Tangga","Usaha Utama  : Jual Peralatan Rumah Tangga","Produk Utama : Peralatan Rumah Tangga","Pasar Way Jepara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 19,00 Juta","Rp. 54,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 130,00 Juta","4"
"1622313352-3971","https://www.bi.go.id/bisaid","Warung Ibu Handa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FgomYkazBQh/IGa+vxh7nw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Ibu Handa","Usaha Utama  : Warung Kelontong","Produk Utama : Barang Kebutuhan Sehari-hari","Lintas Liwa RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 35,00 Juta","Rp. 24,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 30,00 Juta","5"
"1622313345-3969","https://www.bi.go.id/bisaid","Kios Sayuran (muslimatun)","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/zGQcP+Fuspkpy494/1Dhg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Kios Sayuran (muslimatun)","Usaha Utama  : Dagang Sayuran","Produk Utama : Sayuran","Pasar Way Jepara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 3,00 Juta","Rp. 62,79 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 68,00 Juta","5"
"1622310748-3234","https://www.bi.go.id/bisaid","Okta","https://www.bi.go.id/bisaid/bisaid/Detail?pm=yDNPJuMKkaTf8oop6ecPDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Okta","Usaha Utama  : Dagang","Produk Utama : Sembako","Jl. Ahmad Yani RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi LAMPUNG 

                                        Telp : 85368213876 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 117,00 Juta","Rp. 54,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","4"
"1622313628-4047","https://www.bi.go.id/bisaid","Toko Jamu Sidomuncul","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MP7K2EtPOCzLtx/QBs2Y7w==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Toko Jamu Sidomuncul","Usaha Utama  : Toko Jamu","Produk Utama : Jamu Seduh Sidomuncul","KH Dewantara No 1 A RT/RW  40578 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : 81385640685 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 31,50 Juta","Rp. 108,00 Juta","25 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","3"
"1622313750-4085","https://www.bi.go.id/bisaid","UD. Matuari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=6NjHjM74rnyC6x1LvsoiDg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","UD. Matuari","Usaha Utama  : Dagang Sembako","Produk Utama : Sembako","Pemuda RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MANADO Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -","Usaha Dagang (UD)","7","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 745,00 Juta","Rp. 900,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 435,00 Juta","8"
