web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622318205-5161","https://www.bi.go.id/bisaid","Kub Rizqi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=V0Pw1AviBlsRaod9C5ijLA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Kub Rizqi","Usaha Utama  : Nelayan Tangkap","Produk Utama : Ikan Segar","Bawal RT/RW  04/ 

                                        Kelurahan KAMPUNG NELAYAN Kecamatan TUNGKAL ILIR Kabupaten KABUPATEN TANJUNG JABUNG BARAT Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","22","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 572,80 Juta","Rp. 26,00 Juta","- %/Tahun","Rp. 0,00 Juta","Rp. 469,00 Juta","6"
"1622318931-5264","https://www.bi.go.id/bisaid","SLAMAT","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cGTCf+iEXbcTUAzKxihyVA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","SLAMAT","Usaha Utama  : PENGUMPUL SAWIT","Produk Utama : SAWIT","UJONG PADANG RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NAGAN RAYA Provinsi ACEH 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Rendah","Rp. 279,00 Juta","Rp. 2.117,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 150,00 Juta","7"
"1622318822-5233","https://www.bi.go.id/bisaid","PENETASAN ITIK","https://www.bi.go.id/bisaid/bisaid/Detail?pm=kYIWJlyw6f2ZqQUrNQxjMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","PENETASAN ITIK","Usaha Utama  : Penetasan Telur Bebek","Produk Utama : DOD(penjualan Anak Bebek)","Sodong Pintu RT/RW  14/04 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PANDEGLANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 60,30 Juta","Rp. 57,96 Juta","40 %/Tahun","Rp. 10,00 Juta","Rp. 54,00 Juta","6"
"1622319110-5317","https://www.bi.go.id/bisaid","Imin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=s7RC8wXshGFVLPJyBKjr3g==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Imin","Usaha Utama  : Kayu Gelondongan","Produk Utama : Kayu Bahan Bangunan","Dsn Noong RT/RW  6/10/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 191,00 Juta","Rp. 226,00 Juta","25 %/Tahun","Rp. 0,00 Juta","Rp. 60,00 Juta","7"
"1622319156-5331","https://www.bi.go.id/bisaid","Petani Padi Karisman","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Pt30mIDd48XZT571uSHO6Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Petani Padi Karisman","Usaha Utama  : Petani Padai","Produk Utama : Padi","Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 89,00 Juta","Rp. 40,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","4"
"1622319326-5379","https://www.bi.go.id/bisaid","Petani Cabe Keriting","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3Fie1S2thQxGhb/fQw8dhA==&mp=xI6rAeQkygTAn3Z625IGLg==","Petani Cabe Keriting","Usaha Utama  : Cabe Kecil","Produk Utama : Cabe Kecil","Propinsi RT/RW  02/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 65,35 Juta","Rp. 44,50 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 50,00 Juta","3"
"1622318673-5202","https://www.bi.go.id/bisaid","WARUNG IBU KIBTIYAH","https://www.bi.go.id/bisaid/bisaid/Detail?pm=l6L+jSdkCVRs4PCjgMUY3A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","WARUNG IBU KIBTIYAH","Usaha Utama  : SAYUR MAYUR","Produk Utama : SAYURAN","JL. PATIMURA RT/RW  9/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : 0 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 11,90 Juta","Rp. 115,20 Juta","20 %/Tahun","Rp. 1,50 Juta","Rp. 10,00 Juta","3"
"1622318797-5226","https://www.bi.go.id/bisaid","Petani Sayuran","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MLR5jWNjgnMVfGZf3Va7Ww==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Petani Sayuran","Usaha Utama  : Bertani Sayur","Produk Utama : Sayur-sayruan","Plangkawati RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","-","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 167,00 Juta","Rp. 144,00 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 286,00 Juta","5"
"1622319038-5295","https://www.bi.go.id/bisaid","Nelayan Eli Yakin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+pF0WEFbHsTKVg1GMCee8A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Nelayan Eli Yakin","Usaha Utama  : Nelayan","Produk Utama : Ikan","Sawi Kiti RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 32,00 Juta","Rp. 62,00 Juta","20 %/Tahun","Rp. 3,00 Juta","Rp. 35,00 Juta","1"
"1622319233-5351","https://www.bi.go.id/bisaid","Usaha Pengeringan Ikan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=TBR4MG9V3/RnZSGrbO2kEg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Usaha Pengeringan Ikan","Usaha Utama  : Pengeringan Ikan","Produk Utama : Ikan Kering","Pondok Mariam RT/RW  02/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 3,50 Juta","Rp. 48,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","6"
"1622319226-5349","https://www.bi.go.id/bisaid","Kolam Ikan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Yzsh37A4dWeSWciVZiBEQQ==&mp=2BbfzMJpZb2nANZ3GT30ng==","Kolam Ikan","Usaha Utama  : Kolam Ikan","Produk Utama : Ikan","Jl. Padat Karya II No. 136 RT/RW  40547 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 156,00 Juta","Rp. 78,00 Juta","10 %/Tahun","Rp. 4,00 Juta","Rp. 156,00 Juta","10"
"1622319044-5297","https://www.bi.go.id/bisaid","Petani Karet Namikasi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=c625XXTg20ER2XzDsMxITg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Petani Karet Namikasi","Usaha Utama  : Petani Karet","Produk Utama : Karet","Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 64,00 Juta","Rp. 42,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 56,00 Juta","3"
"1622318768-5218","https://www.bi.go.id/bisaid","BAROKAH","https://www.bi.go.id/bisaid/bisaid/Detail?pm=QoPPsE8nArKYkSAqAIyy9w==&mp=Bjv3m4lcInn46OWc4jy6kQ==","BAROKAH","Usaha Utama  : Ternak Itik","Produk Utama : Itik","Dusun Landeuh RT/RW  6/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Koperasi","9","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %","Rendah","Rp. 235,00 Juta","Rp. 471,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 130,00 Juta","8"
"1622318188-5156","https://www.bi.go.id/bisaid","Petani Padi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4k35RvqZyk1SVtgNYy4P2Q==&mp=5JdvraNzQnzSzI+hC9alEQ==","Petani Padi","Usaha Utama  : Petani Padi","Produk Utama : Beras","Teh RT/RW  002/002 

                                        Kelurahan - Kecamatan PRAFI Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 170,00 Juta","Rp. 40,50 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 15.000,00 Juta","4"
"1622319180-5336","https://www.bi.go.id/bisaid","Petani Padi Aturai","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hye0a7lzSG8Ebyubyadn5w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Petani Padi Aturai","Usaha Utama  : Petani Padi","Produk Utama : Padi","Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 71,00 Juta","Rp. 20,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 69,00 Juta","3"
"1622319177-5335","https://www.bi.go.id/bisaid","Petani Padi Idaman","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/zcdTTi3RjUOOUanaTsI6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Petani Padi Idaman","Usaha Utama  : Petani Padi","Produk Utama : Padi","Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 66,00 Juta","Rp. 65,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 60,00 Juta","3"
"1622318218-5165","https://www.bi.go.id/bisaid","Kebun Lada Syahril","https://www.bi.go.id/bisaid/bisaid/Detail?pm=f+inK/T00Wzn6Wn3Z3pJiQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Kebun Lada Syahril","Usaha Utama  : Penanaman Lada","Produk Utama : Lada","Padat Karya RT/RW  7/4/2020 

                                        Kelurahan TANJUNG BATU ITAM Kecamatan SIMPANG PESAK Kabupaten KABUPATEN BELITUNG TIMUR Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tinggi","Rp. 67,00 Juta","Rp. 59,04 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 10,00 Juta","4"
"1622318689-5203","https://www.bi.go.id/bisaid","WARUNG NURDIN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=O09U8QKrQ/M2Ko0vEaGksA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","WARUNG NURDIN","Usaha Utama  : Kelapa","Produk Utama : -","PASAR KELAPA RT/RW  4/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA CILEGON Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 11,00 Juta","Rp. 148,00 Juta","30 %/Tahun","Rp. 3,00 Juta","Rp. 9,00 Juta","4"
"1622319209-5344","https://www.bi.go.id/bisaid","Petani Karet Yatiria","https://www.bi.go.id/bisaid/bisaid/Detail?pm=odEBX1wy5YgbOK8+yHDsPQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Petani Karet Yatiria","Usaha Utama  : Petani Karet","Produk Utama : Karet","Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 182,00 Juta","Rp. 36,00 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 180,00 Juta","4"
"1622318829-5235","https://www.bi.go.id/bisaid","PETERNAKAN ITIK","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ah6hIFltJH1vS/D2e3Rkqw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","PETERNAKAN ITIK","Usaha Utama  : PETERNAKAN ITIK","Produk Utama : TELUR","SINDANGSARI RT/RW  6/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PANDEGLANG Provinsi BANTEN 

                                        Telp : - Fax : -","Koperasi","7","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 25,80 Juta","Rp. 36,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 16,00 Juta","5"
"1622318156-5145","https://www.bi.go.id/bisaid","Kebun Sawit Cici","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GjME0bQ0evf6cnPBrwMCVA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Kebun Sawit Cici","Usaha Utama  : Perkebunan Sawit","Produk Utama : Sawit","Jalan Baru Tanjung Batu Itam RT/RW  4/3/2020 

                                        Kelurahan TANJUNG BATU ITAM Kecamatan SIMPANG PESAK Kabupaten KABUPATEN BELITUNG TIMUR Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -","Perorangan","4","Distributor","Tidak Ada   0,00 %","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Sedang","Rp. 143,00 Juta","Rp. 360,00 Juta","- %/Tahun","Rp. 0,00 Juta","Rp. 60,00 Juta","4"
"1622319246-5355","https://www.bi.go.id/bisaid","USAHA PENGASINAN IKAN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5Qc5L5H84II89hEgXF80Jw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","USAHA PENGASINAN IKAN","Usaha Utama  : PENGASINAN IKAN","Produk Utama : IKAN ASIN","B.ACEH MEDAN RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TIMUR Provinsi ACEH 

                                        Telp : 85360972910 Fax : -","Perorangan","7","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 6,00 Juta","Rp. 126,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 12,00 Juta","6"
"1622318438-5188","https://www.bi.go.id/bisaid","Peternak Ikan Bawal","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Ypey1wvTW7Dxo4AH1khn0A==&mp=xI6rAeQkygTAn3Z625IGLg==","Peternak Ikan Bawal","Usaha Utama  : Peternak Ikan Bawal","Produk Utama : Ikan Bawal","Senaken RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 179,00 Juta","Rp. 13,99 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 150,00 Juta","3"
"1622318764-5217","https://www.bi.go.id/bisaid","Karsun","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FsUSVqUZwSNnUF/BZwqD+w==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Karsun","Usaha Utama  : Penjualan","Produk Utama : -","Karangsari RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Sedang","Rp. 98,00 Juta","Rp. 445,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 75,00 Juta","5"
