URL,Nama,Kategori,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset (Juta),Penjualan Rata-Rata (Juta/Tahun),Proyeksi Pertumbuhan Penjualan (%/Tahun),Kebutuhan Pembiayaan Kredit (Juta),Nilai Aset Jaminan Kredit (Juta),Jumlah Dokumen Persyaratan Kredit
https://www.bi.go.id/bisaid/bisaid/Detail?pm=/5LcXrrUQIq/pcfRM+RyHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Daur Ulang kertas Semen,Industri Pengolahan,Usaha Utama  : Pembuatan Kertas Semen,Produk Utama : Kertas Semen,"Musyawarah E Kampung tempel Dusun VI RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -",Perorangan,5.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 63,75 Juta","Rp. 84,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 33,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=3javXIhteP4ehlIhSrqM0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Nyiru Dg Kanang,Industri Pengolahan,Usaha Utama  : Pembuatan Nyiru,Produk Utama : Nyiru,"Tanrara RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,9.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 23,23 Juta","Rp. 160,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 20,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=jXrTumE75bO6iWlhl65qUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Ira Furniture,Industri Pengolahan,Usaha Utama  : Pembuatan furniture,Produk Utama : Furniture rumah tangga,"Phlawan Revolusi RT/RW  40823 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Usaha Dagang (UD),7.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %",Tinggi,"Rp. 1.073,00 Juta","Rp. 150,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 1.077,00 Juta",9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=b9tr00FPCy8NisLNewFkmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Tahu Suparni,Industri Pengolahan,Usaha Utama  : Pembuatan Tahu,Produk Utama : Tahu,"Bandar 40 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,9.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 122,97 Juta","Rp. 88,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 75,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=hIlcc2GKM3V23LMtSLF+Bw==&mp=fOhzApotY5QnAtxxXvjAfA==,MARJAN BUEN,Industri Pengolahan,Usaha Utama  : JUAL KUBUR JADI,Produk Utama : KUBUR JADI,"JL RAYA JURUMAPIN RT/RW  2/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SUMBAWA Provinsi NUSA TENGGARA BARAT 

                                        Telp : 0 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %",Rendah,"Rp. 23,00 Juta","Rp. 42,00 Juta",5 %/Tahun,"Rp. 9,50 Juta","Rp. 15,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=es2lOnymwI0ckSjdU1JjfA==&mp=fOhzApotY5QnAtxxXvjAfA==,Bata Merah Pak Wage Sumarso,Industri Pengolahan,Usaha Utama  : Industri Bata Merah,Produk Utama : Bata Merah,"Raya Penggalang RT/RW  2/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CILACAP Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,5.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 198,00 Juta","Rp. 54,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 190,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=XTs8ug5EBk3lgZS6PqxXcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Mugiwati Bata,Industri Pengolahan,Usaha Utama  : Bata,Produk Utama : Bata,"Panjirejo RT/RW  3/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi JAWA TIMUR 

                                        Telp : 85279771713 Fax : -",Perorangan,4.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 111,00 Juta","Rp. 49,20 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=0120d8UPLQQsVKeWWL64+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Muhtar,Industri Pengolahan,Usaha Utama  : Pembuatan Kerupuk,Produk Utama : Kerupuk,"Purwodadi RT/RW  40547 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -",Perorangan,6.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 34,30 Juta","Rp. 120,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 9,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=0yUCspoqln07/vpf2GO4sg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Angga Souvenir,Industri Pengolahan,Usaha Utama  : Pembuatan Fiber Glass,Produk Utama : Fiber Glass,"Mas Suharto Kios Jambu No 10A RT/RW  39/13 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,2.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Rendah,"Rp. 474,00 Juta","Rp. 75,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 250,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=KNoKNfX7o/5kr2KnX61Rag==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Tempe Kuswanto,Industri Pengolahan,Usaha Utama  : Pengolahan Tempe,Produk Utama : Tempe,"Cipinang Pulo Maja RT/RW  2/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 33,50 Juta","Rp. 133,92 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 20,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=LqIHF5pSZe0frbQUUNG/Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Sumi Colection,Industri Pengolahan,Usaha Utama  : Pembuatan Pakaian,Produk Utama : Seragam Sekolah,"Kandea 3 Lorong 7 No. 1 RT/RW  40638 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 29,00 Juta","Rp. 60,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=7e0AnFUvHPGuRTSQ/ibKEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Yuni Batik,Industri Pengolahan,Usaha Utama  : Pembuatan Topeng,Produk Utama : Topeng,"Depokan RT/RW  40726 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,10.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 26,00 Juta","Rp. 90,00 Juta",50 %/Tahun,"Rp. 5,00 Juta","Rp. 15,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=XbEm36R+aAFPgeD6uZcGiA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Katon Ragil,Industri Pengolahan,Usaha Utama  : Pengrajin Sepatu,Produk Utama : Sepatu,"Jl. Onto Seno RT/RW  40650 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEDIRI Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,5.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 33,90 Juta","Rp. 590,40 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",-
https://www.bi.go.id/bisaid/bisaid/Detail?pm=8qdKFTrDIWqtpYUXhOCMXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,UD Akor,Industri Pengolahan,Usaha Utama  : Pembuatan furniture,Produk Utama : -,"Platuk Donomulyo No 31 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SURABAYA Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Usaha Dagang (UD),6.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1.292,50 Juta","Rp. 244,00 Juta",30 %/Tahun,"Rp. 5,04 Juta","Rp. 17,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=3rS61tBHf4OHHO8TIRaedQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Oleh-Oleh Kita,Industri Pengolahan,Usaha Utama  : Pembuatan Kue Kering,Produk Utama : Kue Kering,"Sei Datuk RT/RW  3/5/2020 

                                        Kelurahan KIJANG KOTA Kecamatan BINTAN TIMUR Kabupaten LAINNYA Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 486,00 Juta","Rp. 90,00 Juta",- %/Tahun,"Rp. 0,00 Juta","Rp. 250,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=DUEoRFDpRN+jAaZ5Gqwghg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Sejati Rotan,Industri Pengolahan,Usaha Utama  : Pembuatan Barang Kerajinan,Produk Utama : Kerajinan Rotan,"Raya Sakah RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %",Tinggi,"Rp. 23,00 Juta","Rp. 145,00 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=AjoWYhPubWKFZX5ZfZgcFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Jaran Craft,Industri Pengolahan,Usaha Utama  : Pembuatan Handle Tas,Produk Utama : Handle Tas,"Madubronto No 45 RT/RW  18/03 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,10.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Tinggi,"Rp. 242,35 Juta","Rp. 192,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=MVerwRf5ZXvntwGBBpeD5g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Tahu Dan Tempe Barokah,Industri Pengolahan,Usaha Utama  : Pembuatan Tempe Dan Tahu,Produk Utama : Tempe Dan Tahu,"Batu Galing RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REJANG LEBONG Provinsi BENGKULU 

                                        Telp : 81373947736 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 5,98 Juta","Rp. 225,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 75,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=4VOHf5MuZSsTGtbEd0j1ww==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Pengerajin Parang,Industri Pengolahan,Usaha Utama  : Pengerajin Paraang,"Produk Utama : Parang, Pisau,kapak","Arah Desa Bonia RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,8.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 206,00 Juta","Rp. 40,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 200,00 Juta",2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=k9fpFhYE+Gb5+kW35QdRWg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Saur Beyza,Industri Pengolahan,Usaha Utama  : Makanan Olahan,Produk Utama : Basreng,"Jl. Melong Kaler No. 7 RT/RW  3/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Tinggi,"Rp. 7,50 Juta","Rp. 12,00 Juta",- %/Tahun,"Rp. 4,00 Juta","Rp. 3,00 Juta",1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=UPSmMGpyuNA9GIvnTW6NZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,DeRis,Industri Pengolahan,"Usaha Utama  : Pembuatan Pastri, Cake & kue kering","Produk Utama : Pastri, Cake & kue kering","Ciawi tali Gg. Awiwulung no. 227 RT/RW  40672 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -",Perorangan,5.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %",Tinggi,"Rp. 250,50 Juta","Rp. 108,00 Juta",61 %/Tahun,"Rp. 0,00 Juta","Rp. 235,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=FWTidAlkxh5IbRWSvXmlcQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Rumah Kue Roro,Industri Pengolahan,Usaha Utama  : Kue,Produk Utama : Kue,"Perum Bambu Kuning Blok B 19 No 29 RT/RW  4/1/2020 

                                        Kelurahan BUKIT TEMPAYAN Kecamatan BATU AJI Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,"Rp. 19,15 Juta","Rp. 130,00 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 11,50 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=S9PXyylEisOi8Ze91OQS1w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Darul Foto Copy,Industri Pengolahan,Usaha Utama  : Foto Copy,"Produk Utama : Jilid, Laminating, Pengetikan.","Basuki Rahmat RT/RW  3/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 85244115092 Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 70,00 Juta","Rp. 110,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 15,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=gmIPvReOCrW31UIe2M3+Dg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Bengkel Las ATS,Industri Pengolahan,Usaha Utama  : Industri Pengelasan,"Produk Utama : Pagar, Terali, Kanopi, Pintu Ruko,dll","Basuki Rahmat RT/RW  4/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 82199469236 Fax : -",Perorangan,3.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Rendah,"Rp. 115,00 Juta","Rp. 232,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 420,00 Juta",9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=oysQo/hqKOAFuf968KzOdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Aktuil Taylor,Industri Pengolahan,Usaha Utama  : Pembuatan pakaian,Produk Utama : Seragam Dinas,"Raya Wonokromo B-20 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SURABAYA Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 64,50 Juta","Rp. 103,00 Juta",20 %/Tahun,"Rp. 9,00 Juta","Rp. 30,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=HTIYmO807IIIiZLqwy2Euw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Kerajinan Lidi,Industri Pengolahan,Usaha Utama  : Pembuatan Sapu,Produk Utama : Kerajinan Lidi,"Kurau Timur RT/RW  0/0 

                                        Kelurahan - Kecamatan KOBA Kabupaten KABUPATEN BANGKA TENGAH Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 2,00 Juta","Rp. 19,20 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=ujONcxgqmtws8VwREohq6Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Tempe Nurhadi,Industri Pengolahan,Usaha Utama  : Pengolahan Tempe,Produk Utama : Tempe,"Cipinang Pulo Maja RT/RW  10/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 176,50 Juta","Rp. 259,20 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 160,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=xsT3cBRBcghEb1LqFobjNw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penjahit Rossa,Industri Pengolahan,Usaha Utama  : Pembuatan Pakaian,Produk Utama : Pakaian,"Cumi-Cumi  No.41 RT/RW  40576 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 313,00 Juta","Rp. 52,80 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 218,00 Juta",8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=paiiKPCkZe+12r80p7dOZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Ima Brownies,Industri Pengolahan,"Usaha Utama  : Pembuatan Busana Muslim, Kebaya","Produk Utama : Busana Muslim, Kebaya","Jl.Coklat I No 12 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MEDAN Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 60,00 Juta","Rp. 960,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=YIfATnJJAZA2MNmmimSCig==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Pia Kacang,Industri Pengolahan,Usaha Utama  : Pia Kacang,Produk Utama : Pia Kacang,"karya Abri No.53 RT/RW  -/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 37,00 Juta","Rp. 55,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=CLS6xmQ4Sozto36+AzyKBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Karya Agung,Industri Pengolahan,Usaha Utama  : Bahan Bangunan,Produk Utama : Kusen,"Kp. Empang RT/RW  12/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TASIKMALAYA Provinsi JAWA BARAT 

                                        Telp : - Fax : -",Perorangan,5.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   90,00 %",Tinggi,"Rp. 374,60 Juta","Rp. 168,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 45,00 Juta",8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=rVT3AgV9qubguFBGUNc2BQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Arif Sangkar Burung,Industri Pengolahan,Usaha Utama  : Sangkar Burung,Produk Utama : Sangkar Burung,"Padmosari RT/RW  10/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 82375233646 Fax : -",Perorangan,6.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Tinggi,"Rp. 52,40 Juta","Rp. 64,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 80,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=NheVe/F/rOD6xo1sw7oerA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Arief Souvenir,Industri Pengolahan,Usaha Utama  : Pembuatan Fiber Glass,Produk Utama : Fiber Glass,"Mataram No. 44 RT/RW  37/13 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,15.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 820,25 Juta","Rp. 120,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 500,00 Juta",10
https://www.bi.go.id/bisaid/bisaid/Detail?pm=TFfgVLp2S1RRq4q2F4JoqQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Cendol Kasrani,Industri Pengolahan,Usaha Utama  : Cendol,Produk Utama : Cendol,"Senaken RT/RW  11/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1,80 Juta","Rp. 60,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 700,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=BteBAUYUAdLY7zNKhJ2twQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Usaha Karak,Industri Pengolahan,Usaha Utama  : Pembuatan Karak,Produk Utama : Karak,"Karanggayam RT/RW  1/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,5.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 5.000.000,00 Juta","Rp. 12,00 Juta",25 %/Tahun,"Rp. 4,00 Juta","Rp. 4,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=gLfZas/x4uDbE0bhzUz7og==&mp=fOhzApotY5QnAtxxXvjAfA==,Bata Expres,Industri Pengolahan,Usaha Utama  : Bata,Produk Utama : Bata,"R.A Kartini RT/RW  4/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Rendah,"Rp. 43,00 Juta","Rp. 360,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",5
